     vehicle name   , time[s]            , dt[s]              , u[ft/s]            , v[ft/s]            , w[ft/s]            , p[rad/s]           , q[rad/s]           , r[rad/s]           , x[ft]              , y[ft]              , z[ft]              , e0                 , ex                 , ey                 , ez                 , aileron[deg]       , elevator[deg]      , rudder[deg]        , throttle           , d_aileron          , d_elevator         , d_rudder           , d_throttle         , aileron_sp[deg]    , elevator_sp[deg]   , rudder_sp[deg]     , throttle_sp[none]  , ground_track[deg]  , heading[deg]       , wind_direction[deg]
                F16,  2.369999999999E+02,  1.000000000000E-02,  4.989452194480E+02, -5.863002219022E-02,  3.246086235953E+01, -9.376779963074E-05,  1.489271752348E-07,  1.215974772268E-04,  5.702101833766E+04,  5.441970110769E+04, -9.932401693424E+02,  7.420215840535E-01, -2.113470859222E-02,  2.467532384473E-02,  6.695882475705E-01,  1.588146810805E-03, -7.624793108892E+00, -2.062047074594E-02,  8.887616308967E-02, -3.468025071431E-05,  2.447589062751E-07,  3.775282755905E-04, -4.200874388280E-08,  1.585539540174E-03, -7.624793090462E+00, -2.059208032731E-02,  8.887610932773E-02,  8.983820471446E+01,  8.411531847489E+01,  4.500000000000E+01 
                F16,  2.379999999999E+02,  1.000000000000E-02,  4.989452149479E+02, -5.765325193581E-02,  3.246086103153E+01, -8.959692819805E-05,  1.342930858056E-07,  1.161358649210E-04,  5.702224994072E+04,  5.486706954572E+04, -9.932406113714E+02,  7.419808223297E-01, -2.116729916196E-02,  2.464594253356E-02,  6.696334685914E-01,  1.553771369373E-03, -7.624792862143E+00, -2.024494092410E-02,  8.887612349431E-02, -3.384505688889E-05,  2.461973724973E-07,  3.710389656381E-04, -3.748241761295E-08,  1.551226879848E-03, -7.624792843620E+00, -2.021703855549E-02,  8.887607497476E-02,  8.984626503036E+01,  8.412256643982E+01,  4.500000000000E+01 
                F16,  2.389999999999E+02,  1.000000000000E-02,  4.989452111531E+02, -5.668938462072E-02,  3.246085951140E+01, -8.560375733563E-05,  1.205356555228E-07,  1.109077580429E-04,  5.702342003404E+04,  5.531444431139E+04, -9.932410182752E+02,  7.419418892509E-01, -2.119843655952E-02,  2.461786577698E-02,  6.696766532788E-01,  1.520222248025E-03, -7.624792616658E+00, -1.987587439512E-02,  8.887608758901E-02, -3.303300076554E-05,  2.422410312107E-07,  3.646447635247E-04, -3.455882194141E-08,  1.517738800646E-03, -7.624792598448E+00, -1.984845292140E-02,  8.887604235564E-02,  8.985396690552E+01,  8.412949219978E+01,  4.500000000000E+01 
                F16,  2.399999999999E+02,  1.000000000000E-02,  4.989452080044E+02, -5.573840820939E-02,  3.246085790089E+01, -8.178085168530E-05,  1.077728569479E-07,  1.059033739256E-04,  5.702453135398E+04,  5.576182511653E+04, -9.932413927752E+02,  7.419047069539E-01, -2.122818283212E-02,  2.459103811523E-02,  6.697178890381E-01,  1.487476602820E-03, -7.624792377745E+00, -1.951317605400E-02,  8.887605398319E-02, -3.224334708175E-05,  2.331976614466E-07,  3.583450217873E-04, -3.281249644245E-08,  1.485052513862E-03, -7.624792360230E+00, -1.948622836889E-02,  8.887601065223E-02,  8.986132561079E+01,  8.413610947225E+01,  4.500000000000E+01 
                F16,  2.409999999999E+02,  1.000000000000E-02,  4.989452054178E+02, -5.480030128442E-02,  3.246085629403E+01, -7.812108370027E-05,  9.609196029462E-08,  1.011133362486E-04,  5.702558652042E+04,  5.620921168579E+04, -9.932417371589E+02,  7.418692008060E-01, -2.125659747746E-02,  2.456540646147E-02,  6.697572595833E-01,  1.455512314073E-03, -7.624792150139E+00, -1.915675146313E-02,  8.887602170836E-02, -3.147538708006E-05,  2.198721805921E-07,  3.521390581169E-04, -3.183116963849E-08,  1.453145953082E-03, -7.624792133637E+00, -1.913027051177E-02,  8.887597943351E-02,  8.986835577795E+01,  8.414243140111E+01,  4.500000000000E+01 
                F16,  2.419999999999E+02,  1.000000000000E-02,  4.989452032956E+02, -5.387503361764E-02,  3.246085476963E+01, -7.461762085626E-05,  8.554056045929E-08,  9.652865828910E-05,  5.702658804163E+04,  5.665660375610E+04, -9.932420534039E+02,  7.418352992739E-01, -2.128373753877E-02,  2.454091999209E-02,  6.697948450933E-01,  1.424307960257E-03, -7.624791937595E+00, -1.880650688588E-02,  8.887599018752E-02, -3.072843752969E-05,  2.033753755548E-07,  3.460261579318E-04, -3.124865353848E-08,  1.421997748113E-03, -7.624791922342E+00, -1.878048566728E-02,  8.887594858601E-02,  8.987507142612E+01,  8.414847058042E+01,  4.500000000000E+01 
                F16,  2.429999999999E+02,  1.000000000000E-02,  4.989452015369E+02, -5.296256671504E-02,  3.246085338689E+01, -7.126391355434E-05,  7.612389914555E-08,  9.214072685320E-05,  5.702753831891E+04,  5.710400107608E+04, -9.932423432840E+02,  7.418029337977E-01, -2.130965769348E-02,  2.451753003866E-02,  6.698307223612E-01,  1.393842793759E-03, -7.624791742677E+00, -1.846234931779E-02,  8.887595917736E-02, -3.000183818043E-05,  1.849471604505E-07,  3.400055767563E-04, -3.076643169481E-08,  1.391587200972E-03, -7.624791728815E+00, -1.843678088708E-02,  8.887591823221E-02,  8.988148598714E+01,  8.415423907724E+01,  4.500000000000E+01 
                F16,  2.439999999999E+02,  1.000000000000E-02,  4.989452000461E+02, -5.206285433649E-02,  3.246085218379E+01, -6.805368361998E-05,  6.780729359897E-08,  8.794128685464E-05,  5.702843965110E+04,  5.755140340547E+04, -9.932426084523E+02,  7.417720386699E-01, -2.133441033778E-02,  2.449518998380E-02,  6.698649649374E-01,  1.364096717919E-03, -7.624791566705E+00, -1.812418651546E-02,  8.887592869435E-02, -2.929495130583E-05,  1.658073817125E-07,  3.340765424700E-04, -3.016443347403E-08,  1.361894262916E-03, -7.624791554283E+00, -1.809906398591E-02,  8.887588864676E-02,  8.988761232996E+01,  8.415974845352E+01,  4.500000000000E+01 
                F16,  2.449999999999E+02,  1.000000000000E-02,  4.989451987390E+02, -5.117584299170E-02,  3.246085117784E+01, -6.498091334477E-05,  6.052227465518E-08,  8.392242651103E-05,  5.702929423883E+04,  5.799881051466E+04, -9.932428504995E+02,  7.417425509193E-01, -2.135804566854E-02,  2.447385516220E-02,  6.698976432668E-01,  1.335050265450E-03, -7.624791409831E+00, -1.779192702314E-02,  8.887589893493E-02, -2.860716017837E-05,  1.470413062859E-07,  3.282382574320E-04, -2.930234213284E-08,  1.332899513015E-03, -7.624791398819E+00, -1.776724356817E-02,  8.887586017883E-02,  8.989346278393E+01,  8.416500978706E+01,  4.500000000000E+01 
                F16,  2.459999999999E+02,  1.000000000000E-02,  4.989451975472E+02, -5.030147241315E-02,  3.246085036864E+01, -6.203983499214E-05,  5.417500595861E-08,  8.007656313212E-05,  5.703010418864E+04,  5.844622218420E+04, -9.932430709907E+02,  7.417144101992E-01, -2.138061176402E-02,  2.445348276786E-02,  6.699288248194E-01,  1.306684577511E-03, -7.624791271224E+00, -1.746548019741E-02,  8.887587019828E-02, -2.793786844653E-05,  1.295236410868E-07,  3.224899004931E-04, -2.811336937982E-08,  1.304584137238E-03, -7.624791261525E+00, -1.744122905224E-02,  8.887583318616E-02,  8.989904916124E+01,  8.417003369166E+01,  4.500000000000E+01 
                F16,  2.469999999999E+02,  1.000000000000E-02,  4.989451964194E+02, -4.943967600694E-02,  3.246084974144E+01, -5.922492071198E-05,  4.865566170096E-08,  7.639642947981E-05,  5.703087151692E+04,  5.889363820434E+04, -9.932432714810E+02,  7.416875586803E-01, -2.140215466389E-02,  2.443403176788E-02,  6.699585742165E-01,  1.278981383689E-03, -7.624791149293E+00, -1.714475622969E-02,  8.887584281828E-02, -2.728649954465E-05,  1.138787383353E-07,  3.168306289447E-04, -2.659275851939E-08,  1.276929908506E-03, -7.624791140766E+00, -1.712093069306E-02,  8.887580798416E-02,  8.990438277844E+01,  8.417483033635E+01,  4.500000000000E+01 
                F16,  2.479999999999E+02,  1.000000000000E-02,  4.989451953215E+02, -4.859038128234E-02,  3.246084927147E+01, -5.653087282806E-05,  4.384764582514E-08,  7.287506067830E-05,  5.703159815370E+04,  5.934105837464E+04, -9.932434535168E+02,  7.416619409477E-01, -2.142271844885E-02,  2.441546282296E-02,  6.699869533499E-01,  1.251922982349E-03, -7.624791041957E+00, -1.682966616701E-02,  8.887581710854E-02, -2.665249610900E-05,  1.004736193813E-07,  3.112595803692E-04, -2.478317553998E-08,  1.249919167077E-03, -7.624791034431E+00, -1.680625960258E-02,  8.887578481150E-02,  8.990947447703E+01,  8.417940946391E+01,  4.500000000000E+01 
                F16,  2.489999999999E+02,  1.000000000000E-02,  4.989451942349E+02, -4.775351026072E-02,  3.246084892805E+01, -5.395261446534E-05,  3.963579726642E-08,  6.950578165684E-05,  5.703228594626E+04,  5.978848250353E+04, -9.932436186245E+02,  7.416375039018E-01, -2.144234531983E-02,  2.439773821419E-02,  6.700140214977E-01,  1.225492221555E-03, -7.624790946884E+00, -1.652012193084E-02,  8.887579332280E-02, -2.603531974120E-05,  8.943594280640E-08,  3.057758744383E-04, -2.275903898013E-08,  1.223534801472E-03, -7.624790940182E+00, -1.649712776857E-02,  8.887576381155E-02,  8.991433464327E+01,  8.418378040857E+01,  4.500000000000E+01 
                F16,  2.499999999999E+02,  1.000000000000E-02,  4.989451931541E+02, -4.692897986468E-02,  3.246084867853E+01, -5.148528050220E-05,  3.591301436741E-08,  6.628219510711E-05,  5.703293666257E+04,  6.023591040793E+04, -9.932437682933E+02,  7.416141966633E-01, -2.146107567645E-02,  2.438082177553E-02,  6.700398354335E-01,  1.199672480353E-03, -7.624790861721E+00, -1.621603633419E-02,  8.887577163089E-02, -2.543445036264E-05,  8.069149705343E-08,  3.003786146241E-04, -2.061146386182E-08,  1.197760229820E-03, -7.624790855671E+00, -1.619344807157E-02,  8.887574502782E-02,  8.991897322721E+01,  8.418795211300E+01,  4.500000000000E+01 
                F16,  2.509999999999E+02,  1.000000000000E-02,  4.989451920831E+02, -4.611670228791E-02,  3.246084849152E+01, -4.912420883196E-05,  3.258499895690E-08,  6.319816993761E-05,  5.703355199468E+04,  6.068334191291E+04, -9.932439039547E+02,  7.415919704819E-01, -2.147894819415E-02,  2.436467883128E-02,  6.700644495320E-01,  1.174447650455E-03, -7.624790784271E+00, -1.591732309705E-02,  8.887575210874E-02, -2.484938595642E-05,  7.401143793039E-08,  2.950668898565E-04, -1.843506573449E-08,  1.172579381554E-03, -7.624790778718E+00, -1.589513430015E-02,  8.887572841066E-02,  8.992339976081E+01,  8.419193314460E+01,  4.500000000000E+01 
                F16,  2.519999999999E+02,  1.000000000000E-02,  4.989451910325E+02, -4.531658534673E-02,  3.246084833927E+01, -4.686493193186E-05,  2.957306990563E-08,  6.024783020858E-05,  5.703413356185E+04,  6.113077685129E+04, -9.932440269626E+02,  7.415707786486E-01, -2.149599989962E-02,  2.434927613764E-02,  6.700879158696E-01,  1.149802118366E-03, -7.624790712624E+00, -1.562389686018E-02,  8.887573474043E-02, -2.427964225479E-05,  6.906450104872E-08,  2.898397761061E-04, -1.631741682655E-08,  1.147976679577E-03, -7.624790707439E+00, -1.560210116464E-02,  8.887571383207E-02,  8.992762337544E+01,  8.419573171106E+01,  4.500000000000E+01 
                F16,  2.529999999999E+02,  1.000000000000E-02,  4.989451900165E+02, -4.452853281380E-02,  3.246084819926E+01, -4.470316873690E-05,  2.681518266456E-08,  5.742554452925E-05,  5.703468291361E+04,  6.157821506332E+04, -9.932441385769E+02,  7.415505764115E-01, -2.151226624384E-02,  2.433458182771E-02,  6.701102843205E-01,  1.125720747979E-03, -7.624790645229E+00, -1.533567319732E-02,  8.887571942924E-02, -2.372475198876E-05,  6.546721547549E-08,  2.846963378944E-04, -1.433156705002E-08,  1.123937022903E-03, -7.624790640312E+00, -1.531426430921E-02,  8.887570110535E-02,  8.993165281861E+01,  8.419935567539E+01,  4.500000000000E+01 
                F16,  2.539999999999E+02,  1.000000000000E-02,  4.989451890496E+02, -4.375244473497E-02,  3.246084805494E+01, -4.263481682120E-05,  2.426543129138E-08,  5.472591590050E-05,  5.703520153273E+04,  6.202565639635E+04, -9.932442399514E+02,  7.415313208952E-01, -2.152778117247E-02,  2.432056535902E-02,  6.701316026497E-01,  1.102188863674E-03, -7.624790580931E+00, -1.505256862599E-02,  8.887570601464E-02, -2.318426429724E-05,  6.282801521585E-08,  2.796356297290E-04, -1.253163068385E-08,  1.100445769770E-03, -7.624790576210E+00, -1.503154032256E-02,  8.887569000664E-02,  8.993549646994E+01,  8.420281257018E+01,  4.500000000000E+01 
                F16,  2.549999999999E+02,  1.000000000000E-02,  4.989451881451E+02, -4.298821772979E-02,  3.246084789582E+01, -4.065594488703E-05,  2.189239198369E-08,  5.214377198414E-05,  5.703569083796E+04,  6.247310070453E+04, -9.932443321265E+02,  7.415129710232E-01, -2.154257719301E-02,  2.430719746322E-02,  6.701519166008E-01,  1.079192233917E-03, -7.624790518955E+00, -1.477450061681E-02,  8.887569429222E-02, -2.265774464798E-05,  6.078285655025E-08,  2.746566974640E-04, -1.095114154520E-08,  1.077488721318E-03, -7.624790514386E+00, -1.475384674712E-02,  8.887568029593E-02,  8.993916235655E+01,  8.420610961136E+01,  4.500000000000E+01 
                F16,  2.559999999999E+02,  1.000000000000E-02,  4.989451873136E+02, -4.223574527666E-02,  3.246084771691E+01, -3.876278555910E-05,  1.967669711268E-08,  4.967415578310E-05,  5.703615218679E+04,  6.292054784847E+04, -9.932444160288E+02,  7.414954874439E-01, -2.155668543881E-02,  2.429445009730E-02,  6.701712699808E-01,  1.056717055572E-03, -7.624790458865E+00, -1.450138760156E-02,  8.887568403412E-02, -2.214477376594E-05,  5.902058106398E-08,  2.697585795979E-04, -9.603764912592E-09,  1.055052105914E-03, -7.624790454428E+00, -1.448110208705E-02,  8.887567173560E-02,  8.994265816773E+01,  8.420925371139E+01,  4.500000000000E+01 
                F16,  2.569999999999E+02,  1.000000000000E-02,  4.989451865615E+02, -4.149491798314E-02,  3.246084751786E+01, -3.695172848553E-05,  1.760821378774E-08,  4.731231671219E-05,  5.703658687797E+04,  6.336799769500E+04, -9.932444924738E+02,  7.414788324589E-01, -2.157013572953E-02,  2.428229639606E-02,  6.701897047416E-01,  1.034749938709E-03, -7.624790400506E+00, -1.423314897991E-02,  8.887567500778E-02, -2.164494699918E-05,  5.729800975536E-08,  2.649403084772E-04, -8.485742789829E-09,  1.033122564026E-03, -7.624790396199E+00, -1.421322581486E-02,  8.887566410523E-02,  8.994599126906E+01,  8.421225149188E+01,  4.500000000000E+01 
                F16,  2.579999999999E+02,  1.000000000000E-02,  4.989451858918E+02, -4.076562384226E-02,  3.246084730184E+01, -3.521931373673E-05,  1.568316033068E-08,  4.505370204444E-05,  5.703699615400E+04,  6.381545011684E+04, -9.932445621743E+02,  7.414629699552E-01, -2.158295662833E-02,  2.427071062573E-02,  6.702072610574E-01,  1.013277892099E-03, -7.624790343929E+00, -1.396970512507E-02,  8.887566699167E-02, -2.115787414910E-05,  5.544552255630E-08,  2.602009114468E-04, -7.579463299031E-09,  1.011687133765E-03, -7.624790339763E+00, -1.395013837695E-02,  8.887565721217E-02,  8.994916871586E+01,  8.421510929563E+01,  4.500000000000E+01 
                F16,  2.589999999999E+02,  1.000000000000E-02,  4.989451853033E+02, -4.004774847549E-02,  3.246084707434E+01, -3.356222549333E-05,  1.390142656866E-08,  4.289394871567E-05,  5.703738120351E+04,  6.426290499238E+04, -9.932446257500E+02,  7.414478653393E-01, -2.159517549582E-02,  2.425966813860E-02,  6.702239773993E-01,  9.922883093356E-04, -7.624790289321E+00, -1.371097738818E-02,  8.887565978708E-02, -2.068317833342E-05,  5.336488609342E-08,  2.555394119228E-04, -6.857586916645E-09,  9.907332370291E-04, -7.624790285311E+00, -1.369176119798E-02,  8.887565089774E-02,  8.995219726612E+01,  8.421783319832E+01,  4.500000000000E+01 
                F16,  2.599999999999E+02,  1.000000000000E-02,  4.989451847919E+02, -3.934117536306E-02,  3.246084684205E+01, -3.197728601889E-05,  1.226428628437E-08,  4.082887547017E-05,  5.703774316350E+04,  6.471036220540E+04, -9.932446837403E+02,  7.414334854745E-01, -2.160681854094E-02,  2.424914532871E-02,  6.702398906067E-01,  9.717689555283E-04, -7.624790236931E+00, -1.345688810184E-02,  8.887565322575E-02, -2.022049557305E-05,  5.102088832759E-08,  2.509548303979E-04, -6.287210304517E-09,  9.702486662933E-04, -7.624790233099E+00, -1.343801668425E-02,  8.887564503933E-02,  8.995508339292E+01,  8.422042901954E+01,  4.500000000000E+01 
                F16,  2.609999999999E+02,  1.000000000000E-02,  4.989451843507E+02, -3.864578606213E-02,  3.246084661190E+01, -3.046144990244E-05,  1.077261670604E-08,  3.885447533328E-05,  5.703808312154E+04,  6.515782164483E+04, -9.932447366168E+02,  7.414197986207E-01, -2.161791086913E-02,  2.423911958863E-02,  6.702550359560E-01,  9.517079546418E-04, -7.624790187021E+00, -1.320736058247E-02,  8.887564717352E-02, -1.976947472320E-05,  4.842941509263E-08,  2.464461853901E-04, -5.833669070434E-09,  9.502215719062E-04, -7.624790183384E+00, -1.318882822604E-02,  8.887563954917E-02,  8.995783329626E+01,  8.422290233351E+01,  4.500000000000E+01 
                F16,  2.619999999999E+02,  1.000000000000E-02,  4.989451839715E+02, -3.796146041357E-02,  3.246084639022E+01, -2.901179854494E-05,  9.425665924358E-09,  3.696690839661E-05,  5.703840211784E+04,  6.560528320454E+04, -9.932447847955E+02,  7.414067743769E-01, -2.162847652788E-02,  2.422956926758E-02,  6.702694472257E-01,  9.320937773226E-04, -7.624790139814E+00, -1.296231913191E-02,  8.887564153039E-02, -1.932977561682E-05,  4.564326367414E-08,  2.420124943254E-04, -5.463709833658E-09,  9.306404500833E-04, -7.624790136388E+00, -1.294412019914E-02,  8.887563437054E-02,  8.996045291442E+01,  8.422525847923E+01,  4.500000000000E+01 
                F16,  2.629999999999E+02,  1.000000000000E-02,  4.989451836451E+02, -3.728807673781E-02,  3.246084618223E+01, -2.762553491686E-05,  8.220352223450E-09,  3.516249489932E-05,  5.703870114727E+04,  6.605274678311E+04, -9.932448286483E+02,  7.413943836251E-01, -2.163853855021E-02,  2.422047363078E-02,  6.702831567597E-01,  9.129152293234E-04, -7.624790095470E+00, -1.272168903805E-02,  8.887563622793E-02, -1.890107034713E-05,  4.273775563673E-08,  2.376527743751E-04, -5.147870640333E-09,  9.114941312177E-04, -7.624790092262E+00, -1.270381796539E-02,  8.887562947230E-02,  8.996294793489E+01,  8.422750257036E+01,  4.500000000000E+01 
                F16,  2.639999999999E+02,  1.000000000000E-02,  4.989451833623E+02, -3.662551202029E-02,  3.246084599173E+01, -2.629997851109E-05,  7.151034181232E-09,  3.343770859701E-05,  5.703898116124E+04,  6.650021228362E+04, -9.932448685126E+02,  7.413825984779E-01, -2.164811899601E-02,  2.421181282045E-02,  6.702961955270E-01,  8.941614403533E-04, -7.624790054065E+00, -1.248539657471E-02,  8.887563122454E-02, -1.848304116599E-05,  3.979791058640E-08,  2.333660432294E-04, -4.862027551082E-09,  8.927717688965E-04, -7.624790051078E+00, -1.246784787254E-02,  8.887562484253E-02,  8.996532380482E+01,  8.422963950452E+01,  4.500000000000E+01 
                F16,  2.649999999999E+02,  1.000000000000E-02,  4.989451831145E+02, -3.597364208691E-02,  3.246084582096E+01, -2.503256053698E-05,  6.209659396274E-09,  3.178917040152E-05,  5.703924306955E+04,  6.694767961346E+04, -9.932449046988E+02,  7.413713922273E-01, -2.165723899171E-02,  2.420356781819E-02,  6.703085931801E-01,  8.758218533806E-04, -7.624790015592E+00, -1.225336900076E-02,  8.887562649980E-02, -1.807538111975E-05,  3.690705817605E-08,  2.291513198349E-04, -4.588113869546E-09,  8.744628291624E-04, -7.624790012822E+00, -1.223613725327E-02,  8.887562048216E-02,  8.996758574100E+01,  8.423167397233E+01,  4.500000000000E+01 
                F16,  2.659999999999E+02,  1.000000000000E-02,  4.989451828941E+02, -3.533234177018E-02,  3.246084567070E+01, -2.382081930470E-05,  5.386188577816E-09,  3.021364228384E-05,  5.703948774215E+04,  6.739514868412E+04, -9.932449374963E+02,  7.413607392955E-01, -2.166591876840E-02,  2.419572040913E-02,  6.703203781096E-01,  8.578862143792E-04, -7.624789979963E+00, -1.202553455847E-02,  8.887562204823E-02, -1.767779325133E-05,  3.413857293065E-08,  2.250076250819E-04, -4.314180730522E-09,  8.565570802994E-04, -7.624789977402E+00, -1.200861442353E-02,  8.887561639906E-02,  8.996973873950E+01,  8.423361046604E+01,  4.500000000000E+01 
                F16,  2.669999999999E+02,  1.000000000000E-02,  4.989451826948E+02, -3.470148506614E-02,  3.246084554042E+01, -2.266239580409E-05,  4.669186751356E-09,  2.870802142682E-05,  5.703971601085E+04,  6.784261941106E+04, -9.932449671778E+02,  7.413506151886E-01, -2.167417769839E-02,  2.418825314765E-02,  6.703315774974E-01,  8.403445624119E-04, -7.624789947026E+00, -1.180182247129E-02,  8.887561787346E-02, -1.728999011698E-05,  3.155038876700E-08,  2.209339824464E-04, -4.033875754491E-09,  8.390445829764E-04, -7.624789944659E+00, -1.178520868024E-02,  8.887561260301E-02,  8.997178758483E+01,  8.423545328779E+01,  4.500000000000E+01 
                F16,  2.679999999999E+02,  1.000000000000E-02,  4.989451825116E+02, -3.408094528283E-02,  3.246084542858E+01, -2.155502946807E-05,  4.046484377625E-09,  2.726933461889E-05,  5.703992867088E+04,  6.829009171347E+04, -9.932449940013E+02,  7.413409964511E-01, -2.168203433063E-02,  2.418114932473E-02,  6.703422173677E-01,  8.231872201054E-04, -7.624789916578E+00, -1.158216294089E-02,  8.887561398305E-02, -1.691169390049E-05,  2.918213668914E-08,  2.169294186011E-04, -3.745549816835E-09,  8.219156807007E-04, -7.624789914389E+00, -1.156585029829E-02,  8.887560910189E-02,  8.997373685883E+01,  8.423720655753E+01,  4.500000000000E+01 
                F16,  2.689999999999E+02,  1.000000000000E-02,  4.989451823412E+02, -3.347059518037E-02,  3.246084533294E+01, -2.049655411015E-05,  3.505824943329E-09,  2.589473287809E-05,  5.704012648248E+04,  6.873756551417E+04, -9.932450182114E+02,  7.413318606231E-01, -2.168950642471E-02,  2.417439293688E-02,  6.703523226351E-01,  8.064047844632E-04, -7.624789888386E+00, -1.136648714369E-02,  8.887561038429E-02, -1.654263562242E-05,  2.705467402463E-08,  2.129929639778E-04, -3.451150476550E-09,  8.051609906924E-04, -7.624789886356E+00, -1.135047052708E-02,  8.887560589902E-02,  8.997559094905E+01,  8.423887422063E+01,  4.500000000000E+01 
                F16,  2.699999999999E+02,  1.000000000000E-02,  4.989451821811E+02, -3.287030710323E-02,  3.246084525087E+01, -1.948489400687E-05,  3.035436614848E-09,  2.458148629913E-05,  5.704031017238E+04,  6.918504073941E+04, -9.932450400396E+02,  7.413231861986E-01, -2.169661098375E-02,  2.416796865656E-02,  6.703619171516E-01,  7.899881178993E-04, -7.624789862206E+00, -1.115472722684E-02,  8.887560708122E-02, -1.618255497221E-05,  2.517151829185E-08,  2.091236533070E-04, -3.155043860134E-09,  7.887713949302E-04, -7.624789860317E+00, -1.113900158635E-02,  8.887560299178E-02,  8.997735405695E+01,  8.424046005515E+01,  4.500000000000E+01 
                F16,  2.709999999999E+02,  1.000000000000E-02,  4.989451820302E+02, -3.227995310498E-02,  3.246084517963E+01, -1.851806016776E-05,  2.624487247549E-09,  2.332697911156E-05,  5.704048043520E+04,  6.963251731875E+04, -9.932450597041E+02,  7.413149525863E-01, -2.170336428609E-02,  2.416186180406E-02,  6.703710237508E-01,  7.739283397328E-04, -7.624789837797E+00, -1.094681630362E-02,  8.887560407279E-02, -1.583120019776E-05,  2.352181491970E-08,  2.053205261090E-04, -2.862879064937E-09,  7.727380316459E-04, -7.624789836031E+00, -1.093137666167E-02,  8.887560037123E-02,  8.997903020560E+01,  8.424196767882E+01,  4.500000000000E+01 
                F16,  2.719999999999E+02,  1.000000000000E-02,  4.989451818879E+02, -3.169940506581E-02,  3.246084511662E+01, -1.759414673094E-05,  2.263400527261E-09,  2.212870494342E-05,  5.704063793484E+04,  7.007999518490E+04, -9.932450774090E+02,  7.413071400711E-01, -2.170978191576E-02,  2.415605832063E-02,  6.703796642912E-01,  7.582168178006E-04, -7.624789814935E+00, -1.074268844840E-02,  8.887560135206E-02, -1.548832754684E-05,  2.208356688535E-08,  2.015826271653E-04, -2.580609441616E-09,  7.570522870042E-04, -7.624789813277E+00, -1.072752989926E-02,  8.887559802251E-02,  8.998062324715E+01,  8.424340055578E+01,  4.500000000000E+01 
                F16,  2.729999999999E+02,  1.000000000000E-02,  4.989451817544E+02, -3.112853480319E-02,  3.246084505953E+01, -1.671132751566E-05,  1.944031083990E-09,  2.098426228055E-05,  5.704078330576E+04,  7.052747427359E+04, -9.932450933435E+02,  7.412997297778E-01, -2.171587879185E-02,  2.415054474292E-02,  6.703878596964E-01,  7.428451605126E-04, -7.624789793421E+00, -1.054227869117E-02,  8.887559890635E-02, -1.515370124547E-05,  2.082784463568E-08,  1.979090069542E-04, -2.313713613246E-09,  7.417057871304E-04, -7.624789791857E+00, -1.052739640055E-02,  8.887559592595E-02,  8.998213687001E+01,  8.424476200290E+01,  4.500000000000E+01 
                F16,  2.739999999999E+02,  1.000000000000E-02,  4.989451816299E+02, -3.056721417604E-02,  3.246084500646E+01, -1.586785271024E-05,  1.659709003308E-09,  1.989135011397E-05,  5.704091715424E+04,  7.097495452342E+04, -9.932451076820E+02,  7.412927036359E-01, -2.172166919667E-02,  2.414530817847E-02,  6.703956299950E-01,  7.278052090262E-04, -7.624789773090E+00, -1.034552301158E-02,  8.887559671794E-02, -1.482709300080E-05,  1.972230544859E-08,  1.942987220518E-04, -2.066641827237E-09,  7.266903903464E-04, -7.624789771608E+00, -1.033091221616E-02,  8.887559405846E-02,  8.998357460566E+01,  8.424605519601E+01,  4.500000000000E+01 
                F16,  2.749999999999E+02,  1.000000000000E-02,  4.989451815151E+02, -3.001531518257E-02,  3.246084495600E+01, -1.506204569545E-05,  1.405174504717E-09,  1.884776376826E-05,  5.704104005959E+04,  7.142243587577E+04, -9.932451205834E+02,  7.412860443465E-01, -2.172716680278E-02,  2.414033628224E-02,  6.704029943579E-01,  7.130890298225E-04, -7.624789753806E+00, -1.015235833265E-02,  8.887559476534E-02, -1.450828205354E-05,  1.873439909546E-08,  1.907508355150E-04, -1.842495525117E-09,  7.119981797177E-04, -7.624789752398E+00, -1.013801433961E-02,  8.887559239502E-02,  8.998493983522E+01,  8.424728317578E+01,  4.500000000000E+01 
                F16,  2.759999999999E+02,  1.000000000000E-02,  4.989451814104E+02, -2.947271005227E-02,  3.246084490718E+01, -1.429230000251E-05,  1.176430230352E-09,  1.785139090220E-05,  5.704115257528E+04,  7.186991827466E+04, -9.932451321914E+02,  7.412797353496E-01, -2.173238469882E-02,  2.413561723416E-02,  6.704099711342E-01,  6.986889074624E-04, -7.624789735466E+00, -9.962722514109E-03,  8.887559302469E-02, -1.419705428418E-05,  1.783413752478E-08,  1.872644172223E-04, -1.642911003903E-09,  6.976214559030E-04, -7.624789734127E+00, -9.948640700584E-03,  8.887559091025E-02,  8.998623579574E+01,  8.424844885334E+01,  4.500000000000E+01 
                F16,  2.769999999999E+02,  1.000000000000E-02,  4.989451813159E+02, -2.893927133214E-02,  3.246084485948E+01, -1.355707639235E-05,  9.705394494400E-10,  1.690020767589E-05,  5.704125523007E+04,  7.231740166662E+04, -9.932451426352E+02,  7.412737607934E-01, -2.173733541435E-02,  2.413113971750E-02,  6.704165778859E-01,  6.845973376536E-04, -7.624789717997E+00, -9.776554345335E-03,  8.887559147119E-02, -1.389320293194E-05,  1.699563854543E-08,  1.838385442105E-04, -1.468110199011E-09,  6.835527301404E-04, -7.624789716721E+00, -9.762730157904E-03,  8.887558957966E-02,  8.998746558624E+01,  8.424955501569E+01,  4.500000000000E+01 
