     vehicle name   , time[s]            , dt[s]              , u[ft/s]            , v[ft/s]            , w[ft/s]            , p[rad/s]           , q[rad/s]           , r[rad/s]           , x[ft]              , y[ft]              , z[ft]              , e0                 , ex                 , ey                 , ez                 , aileron[deg]       , elevator[deg]      , rudder[deg]        , throttle           , d_aileron          , d_elevator         , d_rudder           , d_throttle         , aileron_sp[deg]    , elevator_sp[deg]   , rudder_sp[deg]     , throttle_sp[none]  , ground_track[deg]  , heading[deg]       , wind_direction[deg]
                F16,  3.000000000000E+00,  1.000000000000E-02,  4.981493694169E+02,  4.861121446055E-02,  3.394951987811E+01, -1.279876741623E-03,  6.164338960928E-02,  1.021591651810E-03,  1.484091874267E+03, -1.505028752563E+02, -8.529642216387E+02,  9.985986905644E-01,  1.104221321790E-02, -5.173818094415E-02,  1.373085145531E-03,  3.167511686937E-03, -8.466241789743E+00, -8.624479872424E-03,  3.368439013604E-02, -2.361462001732E-02, -1.555828216362E+00,  1.534364085903E-02, -6.260936694530E-03,  1.504013134625E-03, -8.582560064145E+00, -7.194198917295E-03,  1.832265259169E-02,  3.542074694327E+02,  1.071058833642E-02,  9.000000000000E+01 
                F16,  3.100000000000E+00,  1.000000000000E-02,  4.982408182277E+02,  5.878258313222E-02,  3.664909701242E+01, -1.360080789895E-03,  6.678138439327E-02,  1.140342002381E-03,  1.533307234588E+03, -1.554897129892E+02, -8.444599927953E+02,  9.987603333173E-01,  1.096847513329E-02, -4.853205559289E-02,  1.459015116347E-03,  1.040541339598E-03, -8.621008191923E+00, -6.679113603229E-03,  3.298087238766E-02, -1.835744590853E-02, -1.529131538520E+00,  2.253582104484E-02, -7.806505805225E-03, -1.510896375563E-04, -8.735292607852E+00, -4.858058319847E-03,  1.561304865385E-02,  3.542209961949E+02,  2.004375504105E-02,  9.000000000000E+01 
                F16,  3.200000000000E+00,  1.000000000000E-02,  4.983033968832E+02,  6.194292129162E-02,  3.931464997545E+01, -1.318357842388E-03,  7.181293223870E-02,  1.259613255714E-03,  1.582560854289E+03, -1.604682354555E+02, -8.360165901654E+02,  9.989231626171E-01,  1.089312799357E-02, -4.507150929317E-02,  1.553705137055E-03, -4.490098653424E-04, -8.773053276987E+00, -4.269357375504E-03,  3.212419512643E-02, -1.118267223482E-02, -1.501595533402E+00,  2.471511805249E-02, -9.316003709793E-03, -1.070542129447E-03, -8.885241973228E+00, -2.417822447321E-03,  1.301887632400E-02,  3.542355344993E+02,  3.003374357647E-02,  9.000000000000E+01 
                F16,  3.300000000000E+00,  1.000000000000E-02,  4.983327040403E+02,  5.919227583968E-02,  4.194407005667E+01, -1.192628381091E-03,  7.673213481964E-02,  1.361380757915E-03,  1.631855527228E+03, -1.654378601566E+02, -8.276627161311E+02,  9.990842533894E-01,  1.082135590177E-02, -4.136191119972E-02,  1.656860793525E-03, -1.187133070939E-03, -8.922294489324E+00, -1.858769698686E-03,  3.112036316922E-02, -3.613681017758E-03, -1.473246749486E+00,  2.276399233053E-02, -1.074203511417E-02, -1.249062978852E-03, -9.032326505051E+00, -2.534900875007E-04,  1.059495717610E-02,  3.542510068545E+02,  4.068673296999E-02,  9.000000000000E+01 
                F16,  3.400000000000E+00,  1.000000000000E-02,  4.983245575927E+02,  5.223394639933E-02,  4.453514273183E+01, -1.024853755911E-03,  8.153304118419E-02,  1.434342710817E-03,  1.681193326919E+03, -1.703979982323E+02, -8.194267923454E+02,  9.992405862415E-01,  1.075634225570E-02, -3.740893557675E-02,  1.767327927090E-03, -1.199409184996E-03, -9.068650232204E+00,  2.026500027059E-04,  2.997995563781E-02,  3.119121459458E-03, -1.444080102621E+00,  1.800498014379E-02, -1.204054460434E-02, -7.938169977201E-04, -9.176463503847E+00,  1.391776232756E-03,  8.395264502417E-03,  3.542673289221E+02,  5.200545350007E-02,  9.000000000000E+01 
                F16,  3.500000000000E+00,  1.000000000000E-02,  4.982750227022E+02,  4.296759890209E-02,  4.708556299158E+01, -8.535888529973E-04,  8.620967712684E-02,  1.473993407656E-03,  1.730575575587E+03, -1.753480587860E+02, -8.113369233071E+02,  9.993890660748E-01,  1.069923947687E-02, -3.321857130223E-02,  1.883455690055E-03, -6.142384208101E-04, -9.212037269897E+00,  1.705814400966E-03,  2.871778229364E-02,  8.207232812837E-03, -1.414069429511E+00,  1.187372328121E-02, -1.317100008914E-02,  1.190172983170E-04, -9.317567271387E+00,  2.415590914320E-03,  6.472601820033E-03,  3.542844081899E+02,  6.398716273918E-02,  9.000000000000E+01 
                F16,  3.600000000000E+00,  1.000000000000E-02,  4.981804381664E+02,  3.315190511052E-02,  4.959294945552E+01, -7.087949493346E-04,  9.075603715845E-02,  1.481631603357E-03,  1.780002818294E+03, -1.802874546511E+02, -8.034208559092E+02,  9.995265381405E-01,  1.064946270359E-02, -2.879712990957E-02,  2.003448501091E-03,  3.816757777539E-04, -9.352368954002E+00,  2.579888705649E-03,  2.735252433097E-02,  1.129199265569E-02, -1.383173702256E+00,  5.654651841032E-03, -1.409652202237E-02,  1.288197651505E-03, -9.455547709013E+00,  2.836217033891E-03,  4.878289300024E-03,  3.543021436301E+02,  7.662262294965E-02,  9.000000000000E+01 
                F16,  3.700000000000E+00,  1.000000000000E-02,  4.980374410313E+02,  2.417461540606E-02,  5.205485645071E+01, -6.092537175742E-04,  9.516605818123E-02,  1.462723351667E-03,  1.829474802376E+03, -1.852156087585E+02, -7.957059353564E+02,  9.996498029904E-01,  1.060518525633E-02, -2.415125306690E-02,  2.125653362905E-03,  1.586326737932E-03, -9.489553929239E+00,  2.867672981481E-03,  2.590636454149E-02,  1.241107759596E-02, -1.351340627956E+00,  3.100955423658E-04, -1.478396820675E-02,  2.524480196886E-03, -9.590309240607E+00,  2.757987238124E-03,  3.661860274963E-03,  3.543204262741E+02,  8.989601605064E-02,  9.000000000000E+01 
                F16,  3.800000000000E+00,  1.000000000000E-02,  4.978429894304E+02,  1.694020671711E-02,  5.446878387285E+01, -5.623934973090E-04,  9.943358558209E-02,  1.425041741914E-03,  1.878990462344E+03, -1.901319603614E+02, -7.882190578604E+02,  9.997556316882E-01,  1.056390845065E-02, -1.928791998562E-02,  2.248752676663E-03,  2.817144797391E-03, -9.623495121502E+00,  2.688887315200E-03,  2.440461088936E-02,  1.189281587575E-02, -1.318508833553E+00, -3.591281514820E-03, -1.520398192649E-02,  3.676404916770E-03, -9.721749937110E+00,  2.331927060931E-03,  2.870769543998E-03,  3.543391405283E+02,  1.037856243713E-01,  9.000000000000E+01 
                F16,  3.900000000000E+00,  1.000000000000E-02,  4.975943836731E+02,  1.186272914262E-02,  5.683218490953E+01, -5.659687381029E-04,  1.035523378806E-01,  1.376935870885E-03,  1.928547910422E+03, -1.950359705417E+02, -7.809866205334E+02,  9.998407823815E-01,  1.052299639913E-02, -1.421445509891E-02,  2.371855751536E-03,  3.933828728883E-03, -9.754088903997E+00,  2.200766501822E-03,  2.287531684507E-02,  1.022954737851E-02, -1.284609308724E+00, -5.860438515505E-03, -1.533100956145E-02,  4.643453081136E-03, -9.849760775917E+00,  1.719506107917E-03,  2.550114809884E-03,  3.543581659958E+02,  1.182650404914E-01,  9.000000000000E+01 
                F16,  4.000000000000E+00,  1.000000000000E-02,  4.972892856027E+02,  8.936967638557E-03,  5.914247182643E+01, -6.108529481470E-04,  1.075158738424E-01,  1.325968901040E-03,  1.978144432863E+03, -1.999271266343E+02, -7.740344689139E+02,  9.999020189799E-01,  1.048009902558E-02, -8.938536267994E-03,  2.494500696243E-03,  4.848580521738E-03, -9.881224384584E+00,  1.563327766848E-03,  2.134890127445E-02,  7.957006171361E-03, -1.249566411480E+00, -6.613904897833E-03, -1.514329260437E-02,  5.377723131840E-03, -9.974224993754E+00,  1.064742113695E-03,  2.742372273288E-03,  3.543773795429E+02,  1.333046487588E-01,  9.000000000000E+01 
                F16,  4.100000000000E+00,  1.000000000000E-02,  4.969257362139E+02,  7.855087086491E-03,  6.139702011088E+01, -6.842013046965E-04,  1.113175647581E-01,  1.278041023537E-03,  2.027776492150E+03, -2.048049454151E+02, -7.673878425748E+02,  9.999361322993E-01,  1.043342425525E-02, -3.468203666862E-03,  2.616590137400E-03,  5.525375988418E-03, -1.000478277782E+01,  9.138486682160E-04,  1.985777023758E-02,  5.558616687276E-03, -1.213298568680E+00, -6.169196379989E-03, -1.462283804692E-02,  5.876913405063E-03, -1.009501750414E+01,  4.769789705637E-04,  3.487147184264E-03,  3.543966573752E+02,  1.488731392513E-01,  9.000000000000E+01 
                F16,  4.200000000000E+00,  1.000000000000E-02,  4.965021714862E+02,  8.137332733194E-03,  6.359317134563E+01, -7.723678017480E-04,  1.149505736210E-01,  1.237002552401E-03,  2.077439735193E+03, -2.096689750883E+02, -7.610713192786E+02,  9.999399636680E-01,  1.038185523363E-02,  2.188130646154E-03,  2.738288866489E-03,  5.971326360467E-03, -1.012463683595E+01,  3.522251952492E-04,  1.843594269420E-02,  3.404191138864E-03, -1.175718767753E+00, -4.936473568968E-03, -1.375537035162E-02,  6.172113738244E-03, -1.021200436102E+01,  2.415174072492E-05,  4.820940003390E-03,  3.544158769308E+02,  1.649388620039E-01,  9.000000000000E+01 
                F16,  4.300000000000E+00,  1.000000000000E-02,  4.960174363649E+02,  9.251847344075E-03,  6.572823522770E+01, -8.631656866059E-04,  1.184078420158E-01,  1.204681128718E-03,  2.127129007572E+03, -2.145187962432E+02, -7.551087581570E+02,  9.999104306886E-01,  1.032493499525E-02,  8.021672616388E-03,  2.859910111966E-03,  6.223690832901E-03, -1.024065032329E+01, -6.348042696352E-05,  1.711868182149E-02,  1.723915271980E-03, -1.136734950489E+00, -3.326268485992E-03, -1.253026763219E-02,  6.313814841401E-03, -1.032504226186E+01, -2.654046796224E-04,  6.776928741671E-03,  3.544349184623E+02,  1.814708928004E-01,  9.000000000000E+01 
                F16,  4.400000000000E+00,  1.000000000000E-02,  4.954707968042E+02,  1.070764382250E-02,  6.779949113737E+01, -9.472819222744E-04,  1.216820847442E-01,  1.181201325264E-03,  2.176838373863E+03, -2.193540220407E+02, -7.495232424092E+02,  9.998445546591E-01,  1.026275672243E-02,  1.402323582202E-02,  2.981811550740E-03,  6.335844644380E-03, -1.035267753013E+01, -3.135502907956E-04,  1.594213341265E-02,  6.121106061910E-04, -1.096250424480E+00, -1.684457441045E-03, -1.094048418511E-02,  6.358884028653E-03, -1.043397809463E+01, -3.954416236829E-04,  9.384768012215E-03,  3.544536662484E+02,  1.984397492069E-01,  9.000000000000E+01 
                F16,  4.500000000000E+00,  1.000000000000E-02,  4.948619497856E+02,  1.211390564130E-02,  6.980418960726E+01, -1.018851149711E-03,  1.247657917069E-01,  1.165462802051E-03,  2.226561144062E+03, -2.241742979124E+02, -7.443370220205E+02,  9.997394890746E-01,  1.019580272851E-02,  2.018323122302E-02,  3.104314560341E-03,  6.364748830697E-03, -1.046056283284E+01, -4.081257441404E-04,  1.494297263084E-02,  5.165288824563E-05, -1.054164384987E+00, -2.574717398795E-04, -8.982461121973E-03,  6.360307468322E-03, -1.053864854146E+01, -3.915376780385E-04,  1.267040532246E-02,  3.544720094354E+02,  2.158177561939E-01,  9.000000000000E+01 
                F16,  4.600000000000E+00,  1.000000000000E-02,  4.941910312224E+02,  1.320638911029E-02,  7.173955396528E+01, -1.075334204572E-03,  1.276512363570E-01,  1.155657017806E-03,  2.276289906053E+03, -2.289793010407E+02, -7.395714570155E+02,  9.995925486636E-01,  1.012477162462E-02,  2.649165746183E-02,  3.227652493857E-03,  6.361485426297E-03, -1.056414031442E+01, -3.766364187209E-04,  1.415806023452E-02, -5.100770223495E-05, -1.010372600760E+00,  8.155507861735E-04, -6.656026525845E-03,  6.360515744530E-03, -1.063887975588E+01, -2.906138929990E-04,  1.665591515159E-02,  3.544898425549E+02,  2.335791072913E-01,  9.000000000000E+01 
                F16,  4.700000000000E+00,  1.000000000000E-02,  4.934586216588E+02,  1.384686767046E-02,  7.360278234796E+01, -1.116920892237E-03,  1.303304900594E-01,  1.149732270517E-03,  2.326016564056E+03, -2.337687398338E+02, -7.352469617608E+02,  9.994012384995E-01,  1.005042384891E-02,  3.293809216100E-02,  3.351947330303E-03,  6.365456624039E-03, -1.066323346280E+01, -2.575112714869E-04,  1.362410926251E-02,  1.708609955055E-04, -9.647682808939E-01,  1.490727710637E-03, -3.964286281145E-03,  6.388277253085E-03, -1.073448713162E+01, -1.319927489576E-04,  2.135935138582E-02,  3.545070657933E+02,  2.516996961561E-01,  9.000000000000E+01 
                F16,  4.800000000000E+00,  1.000000000000E-02,  4.926657496714E+02,  1.400411182371E-02,  7.539105021855E+01, -1.145691632867E-03,  1.327954418146E-01,  1.145752557944E-03,  2.375732382928E+03, -2.385423535414E+02, -7.313829508343E+02,  9.991632828541E-01,  9.973464071784E-03,  3.951168464567E-02,  3.477209664862E-03,  6.402065617177E-03, -1.075765496523E+01, -8.974809468647E-05,  1.337736306353E-02,  5.761432835737E-04, -9.172431174948E-01,  1.795849629569E-03, -9.135064952730E-04,  6.458565548963E-03, -1.082527518030E+01,  4.905353106577E-05,  2.679461871886E-02,  3.545235851026E+02,  2.701568046573E-01,  9.000000000000E+01 
