     vehicle name   , time[s]            , dt[s]              , u[ft/s]            , v[ft/s]            , w[ft/s]            , p[rad/s]           , q[rad/s]           , r[rad/s]           , x[ft]              , y[ft]              , z[ft]              , e0                 , ex                 , ey                 , ez                 , aileron[deg]       , elevator[deg]      , rudder[deg]        , throttle           , d_aileron          , d_elevator         , d_rudder           , d_throttle         , aileron_sp[deg]    , elevator_sp[deg]   , rudder_sp[deg]     , throttle_sp[none]  , ground_speed[ft/s] , ground_track[deg]  , heading[deg]       , wind_direction[deg]
                F16,  1.087999999999E+03,  1.000000000000E-02,  5.514815615199E+02, -7.036389611051E-05,  2.946156115387E+01,  7.467203457235E-09, -1.673413061958E-10, -1.853876141445E-08,  2.794205811719E+05,  2.799027523949E+05, -1.002461992791E+03,  7.381589781074E-01, -1.799348584380E-02,  1.970288219676E-02,  6.740989199960E-01,  1.402370500964E-06, -7.369514586376E+00, -2.103669168051E-05,  1.081368905258E-01, -2.476243588043E-08,  3.536708547128E-09,  3.709290358799E-07,  4.198489598144E-10,  1.400508367303E-06, -7.369514586110E+00, -2.100879780843E-05,  1.081368910838E-01,  4.999999997721E+02,  9.000011856463E+01,  8.480567799267E+01,  4.500000000000E+01 
                F16,  1.089999999999E+03,  1.000000000000E-02,  5.514815632171E+02, -6.793641248648E-05,  2.946156106586E+01,  7.516279656427E-09, -1.679943534844E-10, -1.858146088054E-08,  2.794205791211E+05,  2.809027523944E+05, -1.002461992874E+03,  7.381589907587E-01, -1.799348056543E-02,  1.970288679002E-02,  6.740989061490E-01,  1.353544503002E-06, -7.369514579255E+00, -2.030527965868E-05,  1.081368913483E-01, -2.390548521856E-08,  3.559172337805E-09,  3.581148002933E-07,  4.026859525587E-10,  1.351746812892E-06, -7.369514578987E+00, -2.027834942270E-05,  1.081368918834E-01,  4.999999997814E+02,  9.000011643721E+01,  8.480567607459E+01,  4.500000000000E+01 
                F16,  1.091999999999E+03,  1.000000000000E-02,  5.514815649244E+02, -6.559197713964E-05,  2.946156097738E+01,  7.550237788037E-09, -1.683435137721E-10, -1.859280166542E-08,  2.794205771075E+05,  2.819027523940E+05, -1.002461992944E+03,  7.381590034289E-01, -1.799347525668E-02,  1.970289141036E-02,  6.740988922815E-01,  1.306408452439E-06, -7.369514572096E+00, -1.959913881447E-05,  1.081368921371E-01, -2.307796760272E-08,  3.574549398300E-09,  3.457397303154E-07,  3.862268918350E-10,  1.304672991589E-06, -7.369514571827E+00, -1.957313918890E-05,  1.081368926504E-01,  4.999999997904E+02,  9.000011429655E+01,  8.480567414457E+01,  4.500000000000E+01 
                F16,  1.093999999999E+03,  1.000000000000E-02,  5.514815666385E+02, -6.332777941372E-05,  2.946156088859E+01,  7.570182945116E-09, -1.684115602392E-10, -1.857516625798E-08,  2.794205751314E+05,  2.829027523936E+05, -1.002461993002E+03,  7.381590160973E-01, -1.799346992790E-02,  1.970289604871E-02,  6.740988784159E-01,  1.260904291083E-06, -7.369514564913E+00, -1.891740290488E-05,  1.081368928937E-01, -2.227888656777E-08,  3.583360287632E-09,  3.337889291094E-07,  3.704474446608E-10,  1.259228920991E-06, -7.369514564643E+00, -1.889230198431E-05,  1.081368933860E-01,  4.999999997989E+02,  9.000011214691E+01,  8.480567220645E+01,  4.500000000000E+01 
                F16,  1.095999999999E+03,  1.000000000000E-02,  5.514815683563E+02, -6.114110242416E-05,  2.946156079966E+01,  7.577157435032E-09, -1.682196636515E-10, -1.853079858669E-08,  2.794205731929E+05,  2.839027523932E+05, -1.002461993048E+03,  7.381590287449E-01, -1.799346458867E-02,  1.970290069668E-02,  6.740988645730E-01,  1.216975937429E-06, -7.369514557719E+00, -1.825923507773E-05,  1.081368936193E-01, -2.150726321985E-08,  3.586056692475E-09,  3.222479982760E-07,  3.553096199142E-10,  1.215358593688E-06, -7.369514557449E+00, -1.823500203956E-05,  1.081368940915E-01,  4.999999998071E+02,  9.000010999222E+01,  8.480567026377E+01,  4.500000000000E+01 
                F16,  1.097999999999E+03,  1.000000000000E-02,  5.514815700748E+02, -5.902931999137E-05,  2.946156071072E+01,  7.572142850304E-09, -1.677882398213E-10, -1.846181134512E-08,  2.794205712920E+05,  2.849027523928E+05, -1.002461993084E+03,  7.381590413542E-01, -1.799345924787E-02,  1.970290534652E-02,  6.740988507721E-01,  1.174569223449E-06, -7.369514550524E+00, -1.762382688775E-05,  1.081368943153E-01, -2.076218158195E-08,  3.583120514633E-09,  3.111030215722E-07,  3.407929226439E-10,  1.173007909960E-06, -7.369514550255E+00, -1.760043195585E-05,  1.081368947682E-01,  4.999999998150E+02,  9.000010783612E+01,  8.480566831983E+01,  4.500000000000E+01 
                F16,  1.099999999999E+03,  1.000000000000E-02,  5.514815717914E+02, -5.698989366886E-05,  2.946156062191E+01,  7.556064639506E-09, -1.671362263588E-10, -1.837019274267E-08,  2.794205694287E+05,  2.859027523924E+05, -1.002461993109E+03,  7.381590539090E-01, -1.799345391369E-02,  1.970290999104E-02,  6.740988370308E-01,  1.133631816798E-06, -7.369514543342E+00, -1.701039734503E-05,  1.081368949829E-01, -2.004271778526E-08,  3.574985472931E-09,  3.003405488354E-07,  3.268775007632E-10,  1.132124606976E-06, -7.369514543073E+00, -1.698781175478E-05,  1.081368954173E-01,  4.999999998226E+02,  9.000010568199E+01,  8.480566637764E+01,  4.500000000000E+01 
                F16,  1.101999999999E+03,  1.000000000000E-02,  5.514815735037E+02, -5.502036986759E-05,  2.946156053336E+01,  7.529793653637E-09, -1.662812817963E-10, -1.825781304510E-08,  2.794205676030E+05,  2.869027523921E+05, -1.002461993126E+03,  7.381590663946E-01, -1.799344859369E-02,  1.970291462364E-02,  6.740988233653E-01,  1.094113174789E-06, -7.369514536180E+00, -1.641819199469E-05,  1.081368956233E-01, -1.934800186326E-08,  3.562108136640E-09,  2.899475808053E-07,  3.135320798621E-10,  1.092658208189E-06, -7.369514535912E+00, -1.639638795902E-05,  1.081368960399E-01,  4.999999998298E+02,  9.000010353292E+01,  8.480566444003E+01,  4.500000000000E+01 
                F16,  1.103999999999E+03,  1.000000000000E-02,  5.514815752094E+02, -5.311837707182E-05,  2.946156044518E+01,  7.494149671975E-09, -1.652403931030E-10, -1.812643080316E-08,  2.794205658147E+05,  2.879027523917E+05, -1.002461993134E+03,  7.381590787973E-01, -1.799344329482E-02,  1.970291923822E-02,  6.740988097905E-01,  1.055964474949E-06, -7.369514529048E+00, -1.584648202717E-05,  1.081368962374E-01, -1.867721231314E-08,  3.544817335326E-09,  2.799115552532E-07,  3.007285896324E-10,  1.054559952116E-06, -7.369514528782E+00, -1.582543270372E-05,  1.081368966371E-01,  4.999999998368E+02,  9.000010139178E+01,  8.480566250956E+01,  4.500000000000E+01 
                F16,  1.105999999999E+03,  1.000000000000E-02,  5.514815769065E+02, -5.128162314402E-05,  2.946156035748E+01,  7.449903546750E-09, -1.640294489466E-10, -1.797769874154E-08,  2.794205640637E+05,  2.889027523914E+05, -1.002461993135E+03,  7.381590911048E-01, -1.799343802349E-02,  1.970292382919E-02,  6.740987963199E-01,  1.019138562414E-06, -7.369514521956E+00, -1.529456341749E-05,  1.081368968265E-01, -1.802950012201E-08,  3.523472585829E-09,  2.702203301618E-07,  2.884525612486E-10,  1.017782747848E-06, -7.369514521691E+00, -1.527424287700E-05,  1.081368972099E-01,  4.999999998434E+02,  9.000009926120E+01,  8.480566058861E+01,  4.500000000000E+01 
                F16,  1.107999999999E+03,  1.000000000000E-02,  5.514815785930E+02, -4.950789271695E-05,  2.946156027034E+01,  7.397779875706E-09, -1.626632235621E-10, -1.781316941303E-08,  2.794205623497E+05,  2.899027523911E+05, -1.002461993128E+03,  7.381591033058E-01, -1.799343278554E-02,  1.970292839141E-02,  6.740987829660E-01,  9.835898897223E-07, -7.369514514910E+00, -1.476175609305E-05,  1.081368973916E-01, -1.740410474825E-08,  3.498443853424E-09,  2.608621728112E-07,  2.766817644383E-10,  9.822811042108E-07, -7.369514514646E+00, -1.474213928854E-05,  1.081368977593E-01,  4.999999998498E+02,  9.000009714360E+01,  8.480565867935E+01,  4.500000000000E+01 
                F16,  1.109999999999E+03,  1.000000000000E-02,  5.514815802672E+02, -4.779504466773E-05,  2.946156018387E+01,  7.338461795409E-09, -1.611555532200E-10, -1.763430025519E-08,  2.794205606726E+05,  2.909027523908E+05, -1.002461993115E+03,  7.381591153899E-01, -1.799342758636E-02,  1.970293292018E-02,  6.740987697399E-01,  9.492744580701E-07, -7.369514507917E+00, -1.424740312905E-05,  1.081368979336E-01, -1.680025054511E-08,  3.470023215971E-09,  2.518257433174E-07,  2.653913833155E-10,  9.480110823172E-07, -7.369514507656E+00, -1.422846586635E-05,  1.081368982863E-01,  4.999999998560E+02,  9.000009504117E+01,  8.480565678378E+01,  4.500000000000E+01 
                F16,  1.111999999999E+03,  1.000000000000E-02,  5.514815819274E+02, -4.614100967144E-05,  2.946156009814E+01,  7.272588241169E-09, -1.595194433889E-10, -1.744245903467E-08,  2.794205590321E+05,  2.919027523905E+05, -1.002461993095E+03,  7.381591273478E-01, -1.799342243082E-02,  1.970293741123E-02,  6.740987566520E-01,  9.161497802126E-07, -7.369514500985E+00, -1.375086997008E-05,  1.081368984535E-01, -1.621720985732E-08,  3.438609398132E-09,  2.431000843912E-07,  2.545631247581E-10,  9.149302498431E-07, -7.369514500726E+00, -1.373258887904E-05,  1.081368987918E-01,  4.999999998618E+02,  9.000009295594E+01,  8.480565490371E+01,  4.500000000000E+01 
                F16,  1.113999999999E+03,  1.000000000000E-02,  5.514815835724E+02, -4.454378783877E-05,  2.946156001322E+01,  7.200760732964E-09, -1.577679127359E-10, -1.723892840976E-08,  2.794205574277E+05,  2.929027523903E+05, -1.002461993070E+03,  7.381591391711E-01, -1.799341732338E-02,  1.970294186063E-02,  6.740987437114E-01,  8.841748159094E-07, -7.369514494119E+00, -1.327154367792E-05,  1.081368989522E-01, -1.565428358279E-08,  3.404283269705E-09,  2.346746069849E-07,  2.441821253227E-10,  8.829976174249E-07, -7.369514493863E+00, -1.325389618464E-05,  1.081368992767E-01,  4.999999998675E+02,  9.000009088975E+01,  8.480565304080E+01,  4.500000000000E+01 
                F16,  1.115999999999E+03,  1.000000000000E-02,  5.514815852006E+02, -4.300144642514E-05,  2.946155992918E+01,  7.123543860563E-09, -1.559116140016E-10, -1.702491053196E-08,  2.794205558593E+05,  2.939027523900E+05, -1.002461993039E+03,  7.381591508522E-01, -1.799341226809E-02,  1.970294626486E-02,  6.740987309264E-01,  8.533099258383E-07, -7.369514487324E+00, -1.280883220383E-05,  1.081368994305E-01, -1.511073088631E-08,  3.367509842655E-09,  2.265390776162E-07,  2.342249019878E-10,  8.521736026658E-07, -7.369514487070E+00, -1.279179650405E-05,  1.081368997418E-01,  4.999999998729E+02,  9.000008884426E+01,  8.480565119656E+01,  4.500000000000E+01 
                F16,  1.117999999999E+03,  1.000000000000E-02,  5.514815868111E+02, -4.151211761224E-05,  2.946155984608E+01,  7.041465651776E-09, -1.539615898210E-10, -1.680153152949E-08,  2.794205543263E+05,  2.949027523898E+05, -1.002461993004E+03,  7.381591623844E-01, -1.799340726860E-02,  1.970295062072E-02,  6.740987183044E-01,  8.235168306809E-07, -7.369514480605E+00, -1.236216368531E-05,  1.081368998894E-01, -1.458594855672E-08,  3.328438483508E-09,  2.186836092021E-07,  2.246821804800E-10,  8.224199712411E-07, -7.369514480355E+00, -1.234571871824E-05,  1.081369001880E-01,  4.999999998781E+02,  9.000008682098E+01,  8.480564937233E+01,  4.500000000000E+01 
                F16,  1.119999999999E+03,  1.000000000000E-02,  5.514815884026E+02, -4.007399636919E-05,  2.946155976397E+01,  6.955023932165E-09, -1.519279858409E-10, -1.656984533473E-08,  2.794205528285E+05,  2.959027523895E+05, -1.002461992965E+03,  7.381591737616E-01, -1.799340232819E-02,  1.970295492531E-02,  6.740987058521E-01,  7.947585477399E-07, -7.369514473967E+00, -1.193098576566E-05,  1.081369003295E-01, -1.407926370352E-08,  3.287327613147E-09,  2.110986466053E-07,  2.155147041741E-10,  7.936997914215E-07, -7.369514473719E+00, -1.191511118909E-05,  1.081369006159E-01,  4.999999998830E+02,  9.000008482126E+01,  8.480564756936E+01,  4.500000000000E+01 
                F16,  1.121999999999E+03,  1.000000000000E-02,  5.514815899742E+02, -3.868533836709E-05,  2.946155968290E+01,  6.864681720969E-09, -1.498204630914E-10, -1.633083791061E-08,  2.794205513654E+05,  2.969027523893E+05, -1.002461992921E+03,  7.381591849784E-01, -1.799339744982E-02,  1.970295917606E-02,  6.740986935753E-01,  7.669993779662E-07, -7.369514467413E+00, -1.151476493694E-05,  1.081369007517E-01, -1.359007080159E-08,  3.244401082102E-09,  2.037749571918E-07,  2.067253417097E-10,  7.659774086964E-07, -7.369514467169E+00, -1.149944110298E-05,  1.081369010264E-01,  4.999999998878E+02,  9.000008284634E+01,  8.480564578873E+01,  4.500000000000E+01 
                F16,  1.123999999999E+03,  1.000000000000E-02,  5.514815915252E+02, -3.734445798262E-05,  2.946155960292E+01,  6.770874927052E-09, -1.476479021099E-10, -1.608543081718E-08,  2.794205499365E+05,  2.979027523891E+05, -1.002461992874E+03,  7.381591960303E-01, -1.799339263610E-02,  1.970296337066E-02,  6.740986814791E-01,  7.402048284283E-07, -7.369514460947E+00, -1.111298590356E-05,  1.081369011567E-01, -1.311775511809E-08,  3.199849585532E-09,  1.967036201679E-07,  1.983029296780E-10,  7.392183773664E-07, -7.369514460706E+00, -1.109819383513E-05,  1.081369014202E-01,  4.999999998924E+02,  9.000008089729E+01,  8.480564403144E+01,  4.500000000000E+01 
                F16,  1.125999999999E+03,  1.000000000000E-02,  5.514815930546E+02, -3.604972634626E-05,  2.946155952405E+01,  6.674009952873E-09, -1.454183361352E-10, -1.583448478926E-08,  2.794205485414E+05,  2.989027523888E+05, -1.002461992824E+03,  7.381592069130E-01, -1.799338788938E-02,  1.970296750706E-02,  6.740986695679E-01,  7.143415961362E-07, -7.369514454571E+00, -1.072515096813E-05,  1.081369015452E-01, -1.266176760313E-08,  3.153856593488E-09,  1.898760155079E-07,  1.902282089573E-10,  7.133894346917E-07, -7.369514454334E+00, -1.071087233642E-05,  1.081369017980E-01,  4.999999998968E+02,  9.000007897509E+01,  8.480564229834E+01,  4.500000000000E+01 
                F16,  1.127999999999E+03,  1.000000000000E-02,  5.514815945619E+02, -3.479956946537E-05,  2.946155944635E+01,  6.574467321161E-09, -1.431393732112E-10, -1.557880308868E-08,  2.794205471796E+05,  2.999027523886E+05, -1.002461992771E+03,  7.381592176231E-01, -1.799338321170E-02,  1.970297158347E-02,  6.740986578457E-01,  6.893775134515E-07, -7.369514448290E+00, -1.035077943699E-05,  1.081369019178E-01, -1.222152436377E-08,  3.106645000648E-09,  1.832838143345E-07,  1.824824100443E-10,  6.884584587390E-07, -7.369514448056E+00, -1.033699653954E-05,  1.081369021603E-01,  4.999999999010E+02,  9.000007708058E+01,  8.480564059022E+01,  4.500000000000E+01 
                F16,  1.129999999999E+03,  1.000000000000E-02,  5.514815960464E+02, -3.359246640101E-05,  2.946155936983E+01,  6.472602353703E-09, -1.408182306007E-10, -1.531913459680E-08,  2.794205458506E+05,  3.009027523885E+05, -1.002461992716E+03,  7.381592281576E-01, -1.799337860484E-02,  1.970297559830E-02,  6.740986463157E-01,  6.652815197397E-07, -7.369514442104E+00, -9.989407046045E-06,  1.081369022753E-01, -1.179649453989E-08,  3.058339206255E-09,  1.769189696278E-07,  1.750491593042E-10,  6.643944279687E-07, -7.369514441874E+00, -9.976102785512E-06,  1.081369025080E-01,  4.999999999050E+02,  9.000007521451E+01,  8.480563890774E+01,  4.500000000000E+01 
                F16,  1.131999999999E+03,  1.000000000000E-02,  5.514815975077E+02, -3.242694751459E-05,  2.946155929451E+01,  6.368747433594E-09, -1.384618677007E-10, -1.505617698060E-08,  2.794205445539E+05,  3.019027523883E+05, -1.002461992658E+03,  7.381592385141E-01, -1.799337407036E-02,  1.970297955022E-02,  6.740986349806E-01,  6.420236110362E-07, -7.369514436016E+00, -9.640585404953E-06,  1.081369026182E-01, -1.138615058847E-08,  3.009087272316E-09,  1.707737056294E-07,  1.679176663504E-10,  6.411673761781E-07, -7.369514435790E+00, -9.627743268759E-06,  1.081369028414E-01,  4.999999999089E+02,  9.000007337753E+01,  8.480563725148E+01,  4.500000000000E+01 
                F16,  1.133999999999E+03,  1.000000000000E-02,  5.514815989454E+02, -3.130159275276E-05,  2.946155922043E+01,  6.263212264586E-09, -1.360766250111E-10, -1.479057931878E-08,  2.794205432891E+05,  3.029027523881E+05, -1.002461992598E+03,  7.381592486904E-01, -1.799336960957E-02,  1.970298343804E-02,  6.740986238427E-01,  6.195748163435E-07, -7.369514430028E+00, -9.303881461047E-06,  1.081369029472E-01, -1.098999530494E-08,  2.959067588745E-09,  1.648405105816E-07,  1.610793924435E-10,  6.187483727994E-07, -7.369514429805E+00, -9.291485501507E-06,  1.081369031613E-01,  4.999999999126E+02,  9.000007157018E+01,  8.480563562194E+01,  4.500000000000E+01 
                F16,  1.135999999999E+03,  1.000000000000E-02,  5.514816003590E+02, -3.021503000948E-05,  2.946155914760E+01,  6.156283391115E-09, -1.336682876349E-10, -1.452294524900E-08,  2.794205420555E+05,  3.039027523879E+05, -1.002461992536E+03,  7.381592586850E-01, -1.799336522358E-02,  1.970298726081E-02,  6.740986129036E-01,  5.979071660371E-07, -7.369514424141E+00, -8.978876979673E-06,  1.081369032628E-01, -1.060753553555E-08,  2.908413817773E-09,  1.591121261969E-07,  1.545262796992E-10,  5.971094829359E-07, -7.369514423922E+00, -8.966911794904E-06,  1.081369034681E-01,  4.999999999162E+02,  9.000006979294E+01,  8.480563401954E+01,  4.500000000000E+01 
                F16,  1.137999999999E+03,  1.000000000000E-02,  5.514816017482E+02, -2.916593353048E-05,  2.946155907602E+01,  6.048229514190E-09, -1.312421017052E-10, -1.425383524330E-08,  2.794205408527E+05,  3.049027523877E+05, -1.002461992473E+03,  7.381592684966E-01, -1.799336091329E-02,  1.970299101772E-02,  6.740986021648E-01,  5.769936402021E-07, -7.369514418355E+00, -8.665168042813E-06,  1.081369035655E-01, -1.023830960926E-08,  2.857220075100E-09,  1.535815404862E-07,  1.482384941910E-10,  5.762237230242E-07, -7.369514418141E+00, -8.653618758279E-06,  1.081369037625E-01,  4.999999999196E+02,  9.000006804618E+01,  8.480563244462E+01,  4.500000000000E+01 
                F16,  1.139999999999E+03,  1.000000000000E-02,  5.514816031129E+02, -2.815302236790E-05,  2.946155900573E+01,  5.939300391786E-09, -1.288031967788E-10, -1.398376907844E-08,  2.794205396800E+05,  3.059027523876E+05, -1.002461992408E+03,  7.381592781246E-01, -1.799335667942E-02,  1.970299470813E-02,  6.740985916271E-01,  5.568081492598E-07, -7.369514412674E+00, -8.362364564341E-06,  1.081369038559E-01, -9.881860267003E-09,  2.805624700533E-09,  1.482419784864E-07,  1.422066538823E-10,  5.560650366647E-07, -7.369514412463E+00, -8.351216814955E-06,  1.081369040449E-01,  4.999999999228E+02,  9.000006633021E+01,  8.480563089747E+01,  4.500000000000E+01 
                F16,  1.141999999999E+03,  1.000000000000E-02,  5.514816044529E+02, -2.717505888861E-05,  2.946155893671E+01,  5.829728156873E-09, -1.263561145422E-10, -1.371322816041E-08,  2.794205385371E+05,  3.069027523874E+05, -1.002461992342E+03,  7.381592875682E-01, -1.799335252253E-02,  1.970299833154E-02,  6.740985812910E-01,  5.373254952308E-07, -7.369514407096E+00, -8.070089821110E-06,  1.081369041345E-01, -9.537748486955E-09,  2.753745274892E-09,  1.430868950471E-07,  1.364239624008E-10,  5.366082602424E-07, -7.369514406888E+00, -8.059329734025E-06,  1.081369043158E-01,  4.999999999260E+02,  9.000006464527E+01,  8.480562937829E+01,  4.500000000000E+01 
                F16,  1.143999999999E+03,  1.000000000000E-02,  5.514816057679E+02, -2.623084732891E-05,  2.946155886899E+01,  5.719726997003E-09, -1.239052185922E-10, -1.344265783078E-08,  2.794205374233E+05,  3.079027523873E+05, -1.002461992276E+03,  7.381592968274E-01, -1.799334844302E-02,  1.970300188762E-02,  6.740985711568E-01,  5.185213551857E-07, -7.369514401622E+00, -7.787980000153E-06,  1.081369044018E-01, -9.205542203044E-09,  2.701667748395E-09,  1.381099674812E-07,  1.308743789668E-10,  5.178291022917E-07, -7.369514401419E+00, -7.777594177974E-06,  1.081369045757E-01,  4.999999999290E+02,  9.000006299154E+01,  8.480562788725E+01,  4.500000000000E+01 
                F16,  1.145999999999E+03,  1.000000000000E-02,  5.514816070580E+02, -2.531923240317E-05,  2.946155880256E+01,  5.609496158287E-09, -1.214545073250E-10, -1.317246940001E-08,  2.794205363381E+05,  3.089027523872E+05, -1.002461992208E+03,  7.381593059024E-01, -1.799334444113E-02,  1.970300537613E-02,  6.740985612243E-01,  5.003722344866E-07, -7.369514396253E+00, -7.515683760591E-06,  1.081369046582E-01, -8.884846940681E-09,  2.649488085467E-09,  1.333050868707E-07,  1.255457939696E-10,  4.997040976762E-07, -7.369514396053E+00, -7.505659265309E-06,  1.081369048250E-01,  4.999999999319E+02,  9.000006136912E+01,  8.480562642444E+01,  4.500000000000E+01 
                F16,  1.147999999999E+03,  1.000000000000E-02,  5.514816083231E+02, -2.443909794909E-05,  2.946155873742E+01,  5.499219907480E-09, -1.190082082266E-10, -1.290304210057E-08,  2.794205352809E+05,  3.099027523870E+05, -1.002461992140E+03,  7.381593147934E-01, -1.799334051696E-02,  1.970300879697E-02,  6.740985514932E-01,  4.828554479273E-07, -7.369514390988E+00, -7.252861810476E-06,  1.081369049041E-01, -8.575261725247E-09,  2.597293743997E-09,  1.286663520606E-07,  1.204491991526E-10,  4.822105922096E-07, -7.369514390793E+00, -7.243186147868E-06,  1.081369050642E-01,  4.999999999347E+02,  9.000005977807E+01,  8.480562498992E+01,  4.500000000000E+01 
                F16,  1.149999999999E+03,  1.000000000000E-02,  5.514816095632E+02, -2.358936562322E-05,  2.946155867358E+01,  5.389068299088E-09, -1.165686912567E-10, -1.263472503508E-08,  2.794205342513E+05,  3.109027523869E+05, -1.002461992071E+03,  7.381593235011E-01, -1.799333667051E-02,  1.970301215015E-02,  6.740985419626E-01,  4.659490913250E-07, -7.369514385829E+00, -6.999186497737E-06,  1.081369051401E-01, -8.276384467987E-09,  2.545164989525E-09,  1.241880619432E-07,  1.155604624825E-10,  4.653267111591E-07, -7.369514385637E+00, -6.989847602303E-06,  1.081369052937E-01,  4.999999999373E+02,  9.000005821840E+01,  8.480562358368E+01,  4.500000000000E+01 
                F16,  1.151999999999E+03,  1.000000000000E-02,  5.514816107783E+02, -2.276899363664E-05,  2.946155861103E+01,  5.279199372359E-09, -1.141394974321E-10, -1.236783880642E-08,  2.794205332486E+05,  3.119027523868E+05, -1.002461992002E+03,  7.381593320263E-01, -1.799333290164E-02,  1.970301543578E-02,  6.740985326318E-01,  4.496320067053E-07, -7.369514380773E+00, -6.754341414853E-06,  1.081369053665E-01, -7.987888830338E-09,  2.493208819409E-09,  1.198647097659E-07,  1.108559468977E-10,  4.490313211363E-07, -7.369514380586E+00, -6.745327635208E-06,  1.081369055138E-01,  4.999999999399E+02,  9.000005669007E+01,  8.480562220570E+01,  4.500000000000E+01 
                F16,  1.153999999999E+03,  1.000000000000E-02,  5.514816119685E+02, -2.197697552996E-05,  2.946155854977E+01,  5.169755769326E-09, -1.117238826886E-10, -1.210267747154E-08,  2.794205322722E+05,  3.129027523866E+05, -1.002461991933E+03,  7.381593403702E-01, -1.799332921012E-02,  1.970301865405E-02,  6.740985234994E-01,  4.338837797875E-07, -7.369514375822E+00, -6.518021016705E-06,  1.081369055837E-01, -7.709381488346E-09,  2.441436249621E-09,  1.156909752738E-07,  1.063500584379E-10,  4.333040375057E-07, -7.369514375639E+00, -6.509321101550E-06,  1.081369057250E-01,  4.999999999423E+02,  9.000005519298E+01,  8.480562085589E+01,  4.500000000000E+01 
                F16,  1.155999999999E+03,  1.000000000000E-02,  5.514816131339E+02, -2.121233899856E-05,  2.946155848979E+01,  5.060871461774E-09, -1.093243371211E-10, -1.183950991296E-08,  2.794205313218E+05,  3.139027523865E+05, -1.002461991864E+03,  7.381593485340E-01, -1.799332559560E-02,  1.970302180526E-02,  6.740985145642E-01,  4.186846843469E-07, -7.369514370975E+00, -6.289930251340E-06,  1.081369057920E-01, -7.440532969994E-09,  2.389940226269E-09,  1.116617190559E-07,  1.020317128495E-10,  4.181251591668E-07, -7.369514370795E+00, -6.281533335865E-06,  1.081369059276E-01,  4.999999999446E+02,  9.000005372701E+01,  8.480561953413E+01,  4.500000000000E+01 
                F16,  1.157999999999E+03,  1.000000000000E-02,  5.514816142747E+02, -2.047414474239E-05,  2.946155843108E+01,  4.952668681233E-09, -1.069430453963E-10, -1.157858136917E-08,  2.794205303966E+05,  3.149027523864E+05, -1.002461991794E+03,  7.381593565191E-01, -1.799332205766E-02,  1.970302488978E-02,  6.740985058245E-01,  4.040156749176E-07, -7.369514366230E+00, -6.069784202965E-06,  1.081369059919E-01, -7.181010385616E-09,  2.338768948068E-09,  1.077719773704E-07,  9.788669323125E-11,  4.034756658826E-07, -7.369514366054E+00, -6.061679795646E-06,  1.081369061220E-01,  4.999999999469E+02,  9.000005229199E+01,  8.480561824029E+01,  4.500000000000E+01 
                F16,  1.159999999999E+03,  1.000000000000E-02,  5.514816153910E+02, -1.976148536027E-05,  2.946155837364E+01,  4.845257681901E-09, -1.045823223358E-10, -1.132011501340E-08,  2.794205294963E+05,  3.159027523863E+05, -1.002461991725E+03,  7.381593643272E-01, -1.799331859578E-02,  1.970302790804E-02,  6.740984972786E-01,  3.898583718242E-07, -7.369514361588E+00, -5.857307747269E-06,  1.081369061837E-01, -6.930489925436E-09,  2.287969223202E-09,  1.040169545872E-07,  9.391199763858E-11,  3.893372024833E-07, -7.369514361416E+00, -5.849485717210E-06,  1.081369063085E-01,  4.999999999491E+02,  9.000005088773E+01,  8.480561697417E+01,  4.500000000000E+01 
                F16,  1.161999999999E+03,  1.000000000000E-02,  5.514816164829E+02, -1.907348428758E-05,  2.946155831745E+01,  4.738740687948E-09, -1.022441292815E-10, -1.106431322990E-08,  2.794205286201E+05,  3.169027523862E+05, -1.002461991656E+03,  7.381593719600E-01, -1.799331520939E-02,  1.970303086055E-02,  6.740984889245E-01,  3.761950179272E-07, -7.369514357047E+00, -5.652235217775E-06,  1.081369063677E-01, -6.688663411407E-09,  2.237587698128E-09,  1.003920188086E-07,  9.010134467796E-11,  3.756920335802E-07, -7.369514356879E+00, -5.644685782389E-06,  1.081369064874E-01,  4.999999999511E+02,  9.000004951399E+01,  8.480561573557E+01,  4.500000000000E+01 
                F16,  1.163999999999E+03,  1.000000000000E-02,  5.514816175508E+02, -1.840929475486E-05,  2.946155826251E+01,  4.633211594174E-09, -9.993013597265E-11, -1.081135870893E-08,  2.794205277677E+05,  3.179027523861E+05, -1.002461991588E+03,  7.381593794193E-01, -1.799331189781E-02,  1.970303374788E-02,  6.740984807603E-01,  3.630084677052E-07, -7.369514352607E+00, -5.454310084072E-06,  1.081369065442E-01, -6.455221835869E-09,  2.187713055090E-09,  9.689269551654E-08,  8.644607264521E-11,  3.625230385918E-07, -7.369514352443E+00, -5.447023797278E-06,  1.081369066591E-01,  4.999999999531E+02,  9.000004817052E+01,  8.480561452426E+01,  4.500000000000E+01 
