     vehicle name   , time[s]            , dt[s]              , u[ft/s]            , v[ft/s]            , w[ft/s]            , p[rad/s]           , q[rad/s]           , r[rad/s]           , x[ft]              , y[ft]              , z[ft]              , e0                 , ex                 , ey                 , ez                 , aileron[deg]       , elevator[deg]      , rudder[deg]        , throttle           , d_aileron          , d_elevator         , d_rudder           , d_throttle         , aileron_sp[deg]    , elevator_sp[deg]   , rudder_sp[deg]     , throttle_sp[none]  
                F16,  0.000000000000E+00,  1.000000000000E-02,  3.466159588108E+02,  0.000000000000E+00,  4.855282790630E+01, -0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00, -3.000000000000E+03,  9.975798992782E-01,  0.000000000000E+00,  6.952945099783E-02,  0.000000000000E+00,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02 
                F16,  1.000000000000E-02,  1.000000000000E-02,  3.466188716026E+02,  6.896085433934E-03,  4.852223414303E+01,  7.523555812051E-04, -8.325537683857E-04, -5.890776006264E-04,  3.499994489071E+00,  2.562573122404E-05, -3.000000118392E+03,  9.975800148490E-01,  2.608995101234E-06,  6.952779275118E-02, -1.497996390435E-06,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02 
                F16,  2.000000000000E-02,  1.000000000000E-02,  3.466219378929E+02,  1.600029960073E-02,  4.849334573570E+01, -7.929608946344E-04, -1.565426760839E-03, -1.192031939815E-03,  6.999974314438E+00,  1.166152187983E-04, -3.000000571302E+03,  9.975804646251E-01,  3.421830820671E-06,  6.952133879057E-02, -6.276681693460E-06,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02 
                F16,  3.000000000000E-02,  1.000000000000E-02,  3.466234275003E+02,  1.118340901672E-02,  4.848439114209E+01, -6.510950193075E-03, -1.756575453575E-03, -5.665710580423E-04,  1.049995218629E+01,  2.043659895953E-04, -3.000001126727E+03,  9.975810395930E-01, -1.424727011386E-05,  6.951308615873E-02, -9.708061008460E-06,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02 
                F16,  4.000000000000E-02,  1.000000000000E-02,  3.466229658354E+02, -4.175354109968E-03,  4.849434032736E+01, -1.448738752186E-02, -1.392403106273E-03,  4.711114126349E-04,  1.399993644587E+01,  2.030207574862E-04, -3.000001613380E+03,  9.975815762225E-01, -6.618751193602E-05,  6.950535490634E-02, -6.327329669128E-06,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02 
                F16,  5.000000000000E-02,  1.000000000000E-02,  3.466222224026E+02, -2.857195826054E-02,  4.850652798987E+01, -2.326315120494E-02, -8.791401537866E-04,  1.704728430911E-03,  1.749992808785E+01,  9.715418442862E-05, -3.000001979546E+03,  9.975819943834E-01, -1.592698280090E-04,  6.949920206822E-02,  5.201519595464E-06,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02 
                F16,  6.000000000000E-02,  1.000000000000E-02,  3.466202525494E+02, -6.769946834670E-02,  4.853071641844E+01, -3.391262442580E-02, -1.844213851405E-05,  3.422945933410E-03,  2.099993331493E+01, -1.581477958868E-04, -3.000002096227E+03,  9.975821031878E-01, -3.008173321170E-04,  6.949716628947E-02,  2.803780532474E-05,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02 
                F16,  7.000000000000E-02,  1.000000000000E-02,  3.466192026610E+02, -1.120038845709E-01,  4.854523477395E+01, -4.157380626267E-02,  3.367815560477E-04,  4.499665713903E-03,  2.449994855289E+01, -5.558880046734E-04, -3.000002056499E+03,  9.975820031712E-01, -4.896930925860E-04,  6.949750634894E-02,  6.132564333894E-05,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02 
                F16,  8.000000000000E-02,  1.000000000000E-02,  3.466188251791E+02, -1.633414597877E-01,  4.855270697415E+01, -4.717293880618E-02,  3.525070355988E-04,  5.513293638544E-03,  2.799997529070E+01, -1.070142649511E-03, -3.000001845588E+03,  9.975817091834E-01, -7.092885483614E-04,  6.949978471739E-02,  1.016699458861E-04,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02 
                F16,  9.000000000000E-02,  1.000000000000E-02,  3.466162351632E+02, -2.185418846507E-01,  4.858424663750E+01, -5.277305587688E-02,  1.064902435105E-03,  6.285993784640E-03,  3.150001197060E+01, -1.703478360497E-03, -3.000001517691E+03,  9.975812762834E-01, -9.564111119085E-04,  6.950295234036E-02,  1.486689772656E-04,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00,  0.000000000000E+00, -9.258535573716E+00,  0.000000000000E+00,  7.553867485540E-02 
